Gender,Age,Height,Weight,Physical exercise,BMR,Calories,Fat,SaturatedFat,Cholesterol,Sodium,Carbs,Fiber,Sugar,Protein
1,52,165.38,72.66,4,1427.56,2604.4,72.63,21.69,165.52,1934.47,464.16,26.7,34.3,71.24
1,31,172.79,83.0,4,1642.39,3075.65,85.62,25.64,191.36,1998.93,501.7,26.32,39.6,67.73
0,27,188.35,104.0,4,2064.78,3788.11,105.1,31.57,235.37,1819.63,619.57,26.1,37.81,83.46
0,71,190.01,91.03,4,1687.77,3171.44,87.96,26.26,248.47,1933.3,479.02,28.49,37.03,90.95
1,77,173.91,92.75,3,1524.09,2948.76,81.68,24.53,195.27,1822.26,436.09,29.5,36.03,91.74
0,72,174.0,109.49,3,1792.19,3176.84,88.2,26.57,231.62,1928.88,456.28,26.42,40.44,109.16
0,54,186.64,64.62,3,1445.64,2569.38,71.55,21.41,245.75,1912.73,451.62,27.77,36.36,65.16
0,76,183.41,91.65,4,1638.72,3065.05,85.08,25.46,235.81,1937.29,455.23,29.35,36.79,91.34
1,47,153.23,40.64,4,1094.69,2273.71,62.95,19.0,190.66,1890.15,396.71,25.58,36.77,36.21
1,43,153.26,99.04,2,1715.56,2380.68,65.82,19.84,189.39,1890.05,370.6,24.07,37.6,78.96
0,10,151.24,75.64,0,1614.43,2239.98,62.4,18.68,214.23,1886.58,336.43,30.62,40.29,60.82
0,37,186.59,96.43,1,1979.02,2623.32,72.9,21.85,245.25,1838.1,417.7,26.96,39.34,77.03
1,51,169.15,133.51,4,1843.66,3394.75,93.76,28.31,175.74,1973.32,556.42,27.93,36.77,118.81
0,45,151.85,86.54,3,1585.37,2943.01,82.1,24.61,201.93,1880.51,470.57,25.49,35.94,69.87
0,70,155.7,67.89,0,1306.22,1634.78,45.29,13.5,244.09,1922.21,229.19,29.44,33.71,67.25
1,30,200.07,40.39,1,1339.32,1758.3,50.4,15.02,184.81,1802.8,298.56,27.66,38.57,34.22
0,54,156.51,55.18,2,1260.51,1850.18,51.23,15.35,238.1,1977.18,285.56,28.47,33.02,52.89
0,37,142.19,53.26,3,1150.06,2192.78,60.78,18.25,206.07,1742.21,365.65,26.5,37.85,43.06
1,66,171.91,84.76,3,1518.15,2724.36,75.99,22.58,177.85,2051.59,419.02,28.16,37.38,83.89
0,74,179.76,65.76,0,1323.87,1764.42,48.81,14.68,245.15,1868.42,254.66,29.01,39.65,64.83
0,80,156.08,108.7,2,1695.08,2452.6,68.14,20.44,230.72,1850.28,347.34,25.03,39.73,108.62
1,49,208.75,79.37,2,1617.24,2445.51,68.13,20.41,201.19,1833.21,385.4,27.6,36.1,70.31
1,17,181.44,85.09,1,1714.29,2446.99,68.18,20.42,181.11,1986.92,394.05,28.49,39.82,68.65
1,65,159.82,70.9,4,1304.69,2437.04,67.57,20.24,161.9,2078.09,416.79,29.11,33.59,71.66
1,68,197.38,65.87,1,1398.76,1930.18,53.42,16.04,154.55,1804.95,281.4,27.75,39.42,65.79
1,13,150.1,81.28,2,1584.13,2444.31,67.18,20.18,203.62,1891.7,378.64,29.85,35.26,65.29
0,13,159.27,90.06,0,1741.81,2327.56,64.12,19.2,246.24,1900.01,352.69,28.18,41.9,71.22
1,54,161.86,103.24,0,1730.15,2048.84,56.65,17.0,184.1,1993.94,300.12,28.25,39.32,101.92
1,68,191.34,79.64,0,1537.16,2060.91,57.2,17.22,154.75,1915.98,293.81,30.64,36.54,78.23
1,55,195.36,105.34,3,1889.98,3381.03,93.85,28.27,186.52,1746.61,546.15,25.72,37.76,105.18
1,37,168.82,100.57,2,1858.59,2571.61,71.13,21.39,195.73,1865.68,396.52,25.42,38.64,80.85
1,25,140.9,80.58,0,1537.3,2212.98,61.37,18.38,206.09,1870.49,332.12,31.14,35.63,64.98
1,32,164.82,81.12,3,1574.05,2892.22,80.51,24.24,183.47,1912.52,487.37,28.21,39.4,65.13
1,28,153.21,50.2,1,1198.2,1627.2,45.28,13.68,206.39,1988.57,262.86,29.41,34.2,42.08
0,17,169.19,26.28,0,1271.56,1705.37,47.61,14.42,215.26,1834.68,288.28,30.3,41.5,34.36
0,24,140.71,74.72,4,1580.61,2737.72,75.75,22.9,203.27,1801.43,446.59,29.64,41.06,59.9
1,56,185.13,86.78,3,1632.75,2950.83,81.96,24.55,198.52,1945.58,480.58,28.41,34.45,86.74
1,45,170.95,115.43,1,1820.94,2563.19,71.12,21.34,194.11,1860.83,371.25,25.25,38.44,97.93
0,79,163.34,62.52,4,1287.03,2364.33,65.57,19.57,247.79,1827.66,349.85,27.39,40.15,58.02
1,26,179.68,65.71,0,1416.6,1862.17,52.02,15.57,194.35,1806.15,290.39,30.8,34.99,53.2
1,34,162.01,138.42,3,1930.96,3517.11,97.24,29.27,171.85,2053.2,575.03,24.4,40.73,94.75
1,18,168.43,107.84,4,1905.0,3482.9,96.76,29.03,195.98,1841.82,582.3,29.59,42.91,86.96
1,46,170.15,86.7,1,1564.75,2136.41,59.25,17.79,175.05,1849.38,327.53,25.85,38.89,69.71
0,45,183.01,112.78,0,1950.81,2489.7,69.28,20.65,220.08,1873.48,358.89,26.95,40.74,95.81
0,20,153.01,67.52,1,1445.24,1996.34,55.54,16.63,207.61,1909.32,305.09,29.48,41.29,54.08
1,71,149.49,111.7,0,1541.37,1949.65,53.99,16.19,185.03,1955.75,260.7,27.17,40.86,110.79
0,35,159.57,90.29,2,1716.52,2475.99,68.79,20.75,221.88,1951.94,390.25,25.22,40.31,72.17
0,78,198.87,98.54,3,1816.22,3317.01,92.17,27.58,243.73,1826.57,482.05,26.82,37.45,97.88
0,20,151.92,69.74,4,1454.15,2831.75,78.58,23.51,198.41,1958.95,481.6,29.42,42.46,55.95
0,12,163.33,33.21,3,1282.49,2511.59,70.0,21.15,234.15,1861.03,441.72,29.35,45.04,34.64
1,70,143.63,108.44,2,1546.91,2308.57,64.43,19.34,181.94,1809.48,327.7,27.93,41.0,108.34
1,17,171.92,81.24,3,1661.66,2963.36,82.61,24.75,193.33,2022.89,497.73,28.53,41.42,65.17
1,68,145.43,68.96,1,1149.56,1618.66,44.88,13.4,163.42,1877.95,222.68,30.09,32.8,69.03
0,75,182.89,78.44,4,1509.81,2535.03,70.4,20.96,244.02,1989.68,390.39,29.36,36.35,77.94
1,30,158.4,77.36,0,1525.38,2179.86,60.41,18.15,188.12,1914.16,337.33,29.94,36.81,62.16
0,11,177.51,72.07,4,1632.12,2943.05,81.97,24.56,271.22,2005.36,498.7,29.44,42.39,57.68
0,77,179.59,106.84,1,1797.27,2524.84,70.08,21.01,234.17,1750.28,346.52,26.25,41.03,106.72
1,19,181.13,98.16,0,1926.26,2368.55,65.77,19.74,178.42,1924.48,361.02,25.29,39.91,78.82
1,37,174.86,24.74,4,1231.91,2451.63,67.65,20.49,173.27,1796.28,414.27,27.06,40.36,34.69
1,27,118.24,104.34,4,1825.31,3320.68,92.09,27.58,201.51,1855.81,529.92,28.54,39.44,83.28
1,26,171.86,73.78,4,1597.49,2914.54,80.93,24.31,196.87,1935.57,497.04,28.51,41.72,58.84
0,34,140.25,93.24,3,1709.71,3218.11,89.53,26.83,220.18,1877.11,484.69,27.01,38.75,73.78
1,66,160.92,80.96,3,1432.37,2541.49,70.81,21.1,153.97,2107.15,405.08,31.57,32.54,78.66
0,33,181.12,109.81,4,2044.7,3711.43,102.53,30.74,243.1,1982.81,608.03,28.02,41.89,87.45
1,54,195.34,82.86,0,1643.52,2106.43,58.72,17.61,172.03,1813.79,316.59,28.65,35.09,83.3
1,34,153.35,61.09,2,1289.94,1907.97,52.85,15.84,184.96,1890.99,306.73,28.75,34.78,48.62
1,18,175.27,83.93,3,1684.03,3023.68,84.57,25.32,185.98,2019.21,500.2,27.6,40.79,67.64
0,40,153.51,84.16,4,1591.42,3001.56,83.57,25.08,202.83,1873.67,469.36,24.59,37.82,68.02
1,43,156.84,108.93,3,1747.27,3239.03,89.84,27.03,179.8,1909.68,527.07,24.38,38.43,88.65
0,22,144.1,109.88,2,1867.78,2613.99,72.5,21.79,211.02,1901.9,397.08,24.27,42.7,87.54
0,24,133.24,95.14,4,1791.93,3300.25,91.82,27.53,220.2,1864.37,516.66,27.96,41.16,76.71
1,70,171.0,83.71,2,1452.24,2244.6,62.51,18.8,199.84,2002.09,343.77,28.38,37.52,83.32
0,67,176.82,108.68,4,1795.48,3277.64,90.47,27.25,242.9,1876.65,485.4,28.35,40.04,108.46
1,12,177.25,91.38,3,1778.76,3278.98,91.3,27.4,198.71,1911.54,526.37,28.91,37.19,73.47
1,64,151.29,71.31,2,1223.18,1832.16,50.93,15.2,174.16,2043.73,266.89,30.02,29.86,71.83
1,54,165.95,63.71,4,1304.65,2484.77,69.37,20.74,169.69,1999.58,445.76,26.54,35.23,64.43
0,13,196.96,68.26,3,1714.9,2952.13,82.38,24.7,261.87,1915.01,509.9,29.07,44.32,54.26
0,78,155.08,107.11,2,1698.03,2391.26,66.57,20.01,226.35,1820.64,343.71,24.8,40.85,106.67
1,60,160.46,52.47,3,1154.41,2125.53,59.16,17.69,180.64,1992.99,365.32,27.73,34.69,52.4
1,69,167.95,96.93,3,1623.82,2993.87,82.93,24.85,186.99,1947.33,435.19,28.9,37.02,96.78
0,76,165.74,72.71,3,1390.54,2363.19,65.24,19.56,247.26,1877.49,364.95,27.44,38.27,72.19
0,58,193.44,72.14,3,1562.04,2729.68,75.37,22.64,257.7,1943.43,462.6,28.22,36.9,72.02
1,49,144.17,88.16,0,1544.85,2036.14,56.59,16.79,182.81,1843.91,287.96,28.43,35.45,73.48
0,64,171.19,35.16,0,1160.82,1527.2,42.78,12.71,190.73,1783.77,241.31,28.33,40.34,42.77
1,69,174.89,47.07,2,1183.83,1756.85,48.94,14.65,184.16,2048.68,279.12,28.79,37.87,45.06
0,52,161.47,132.47,1,1884.7,2793.94,77.5,23.29,232.43,1964.45,370.5,25.55,39.1,118.71
0,15,155.57,92.56,3,1749.05,3287.2,91.69,27.45,254.2,1868.43,536.46,26.86,43.5,73.71
0,44,147.55,136.61,3,1820.42,3312.78,91.28,27.51,213.09,1977.08,516.0,23.98,35.94,96.55
1,47,176.86,103.8,2,1844.52,2577.47,71.49,21.53,189.78,1828.29,392.72,25.29,37.78,86.07
1,71,164.39,38.9,3,1043.19,1872.39,51.63,15.55,220.4,1801.12,306.73,26.58,40.35,42.77
0,21,175.12,80.5,4,1723.68,3046.51,84.61,25.41,231.41,2046.19,508.59,28.55,44.75,64.82
1,77,170.26,83.56,3,1446.84,2628.34,72.78,21.76,192.62,1870.43,376.48,28.16,37.51,83.29
1,70,154.12,101.97,3,1607.47,3019.17,83.66,25.1,182.04,1922.76,428.97,27.14,37.31,100.24
0,10,168.26,85.99,2,1698.88,2555.71,71.0,21.36,246.79,1870.24,401.71,25.6,40.16,69.04
0,15,175.04,82.95,1,1709.81,2447.95,68.1,20.41,242.78,2046.39,398.82,26.8,43.58,67.56
0,34,159.48,92.89,0,1741.29,2242.5,61.85,18.5,218.78,1867.11,350.09,27.35,39.24,73.64
1,64,161.77,59.93,0,1252.82,1606.13,44.62,13.37,167.64,1916.06,237.98,29.82,34.78,56.98
1,12,174.46,55.1,3,1352.85,2589.21,71.66,21.63,200.69,1965.76,450.59,30.89,38.01,44.76
0,77,166.9,76.12,4,1463.7,2476.99,68.47,20.47,246.53,1902.3,383.8,25.87,38.15,74.68
1,34,169.21,70.67,0,1401.28,1845.38,51.1,15.3,177.59,1834.74,283.83,29.22,36.08,56.64
1,35,185.31,46.85,4,1329.04,2610.28,72.09,21.73,183.42,1874.71,437.88,27.6,39.57,37.86
1,69,162.67,57.02,1,1227.65,1662.22,46.01,13.86,185.62,1967.71,241.4,29.64,37.24,55.89
1,34,137.62,93.12,4,1685.98,3237.02,89.98,26.95,189.68,1884.82,491.81,28.37,37.56,73.72
0,69,195.62,58.73,4,1464.03,2511.03,69.14,20.87,249.1,1838.65,395.7,29.2,37.03,56.69
1,66,122.25,78.35,1,1357.1,2015.77,55.94,16.74,171.42,1963.54,288.0,30.29,34.57,77.98
0,10,174.12,92.86,2,1816.31,2623.34,72.79,21.91,256.01,2009.24,415.4,27.65,40.68,73.66
1,79,173.3,85.67,0,1459.12,2021.45,56.17,16.92,213.1,1911.55,287.39,27.57,39.54,84.33
1,44,176.05,69.37,1,1418.62,1897.84,52.81,15.89,171.01,1917.5,295.72,27.21,37.43,56.16
1,66,158.52,81.85,4,1472.54,2729.45,76.11,22.65,151.74,2090.66,424.85,29.49,31.78,78.38
0,25,198.62,63.06,0,1556.93,2032.81,56.7,16.95,224.59,1803.07,320.37,30.4,39.77,51.9
1,74,165.82,57.6,0,1226.41,1572.19,43.66,13.22,200.23,1803.47,238.4,28.75,38.26,56.22
0,49,162.96,75.93,1,1549.44,2068.79,57.41,17.18,232.51,1819.48,315.45,25.97,39.46,68.64
0,71,200.51,133.13,2,1937.22,2911.72,80.84,24.26,241.42,1833.59,424.8,28.69,37.12,118.93
1,64,168.04,100.73,0,1667.37,2016.89,56.98,17.12,193.68,1965.9,297.82,29.04,38.94,99.83
0,80,192.63,110.92,0,1834.98,2281.5,63.68,19.1,229.9,1918.42,315.26,26.49,41.27,110.2
1,20,183.67,100.09,0,1947.03,2360.88,65.69,19.7,181.44,1831.27,358.76,25.19,39.58,79.87
1,65,158.49,75.74,1,1404.52,2000.99,55.48,16.69,156.02,1967.38,293.01,29.34,32.18,74.18
0,31,209.44,91.94,3,1883.88,3455.86,96.03,28.84,236.04,1836.94,555.71,25.03,39.71,73.31
0,55,188.54,91.14,2,1764.29,2501.1,69.44,20.87,224.24,1901.3,384.07,27.19,37.57,90.94
1,36,156.97,66.11,0,1327.52,1723.84,47.97,14.43,182.42,1875.89,276.3,28.36,34.37,53.6
0,29,197.2,68.74,3,1676.82,2936.07,82.01,24.5,249.73,1843.0,504.58,26.81,41.68,54.62
0,28,162.7,94.32,3,1831.0,3291.93,91.48,27.44,243.69,1804.23,535.55,26.32,43.44,76.03
0,41,205.55,94.48,4,1951.32,3492.67,97.18,29.17,245.4,1860.68,566.22,25.82,38.94,75.77
0,47,174.02,77.82,4,1631.53,2819.12,78.3,23.42,240.57,2112.28,475.97,27.62,36.0,62.75
0,68,191.65,73.09,3,1561.4,2545.04,70.29,20.99,262.95,1901.14,405.65,29.19,35.58,72.97
1,68,156.37,86.16,1,1440.01,2064.81,57.22,17.2,152.36,1980.63,301.66,29.15,32.01,85.22
1,11,178.98,75.78,1,1656.17,2455.96,68.34,20.49,198.34,1931.35,399.77,29.68,37.5,60.88
0,64,174.6,86.86,4,1651.78,3014.24,83.42,24.97,234.88,2072.5,478.67,26.98,36.37,86.41
1,55,164.98,107.12,4,1738.36,3275.15,90.61,27.26,185.27,1926.82,538.94,29.12,37.64,106.7
0,36,175.13,61.9,1,1406.26,1920.59,53.45,16.07,263.88,1901.7,308.09,26.86,37.0,49.42
0,16,179.36,77.73,3,1749.63,2973.78,82.74,24.81,249.37,2052.54,497.58,30.09,45.42,62.11
0,64,132.63,71.37,2,1251.12,1865.45,51.76,15.48,208.99,1983.94,265.52,28.97,33.75,71.7
0,21,193.15,107.18,0,2060.29,2444.5,68.09,20.38,207.01,1732.25,376.15,23.6,41.45,86.68
1,39,164.73,71.7,0,1395.83,1784.75,49.29,14.87,158.65,1890.09,280.91,27.83,37.49,57.27
1,29,161.61,107.93,1,1882.21,2577.16,71.33,21.45,202.01,1807.07,397.1,25.02,42.46,87.15
0,68,164.74,112.86,0,1718.11,2225.19,62.14,18.69,228.43,1967.94,310.05,27.3,41.65,112.56
1,43,183.65,108.86,0,1877.25,2365.06,65.55,19.79,174.78,1748.77,341.7,25.47,41.15,88.8
0,55,156.93,130.29,4,1887.83,3457.89,95.48,28.84,239.07,2023.63,552.2,27.19,34.14,118.98
0,15,165.87,91.85,2,1769.69,2576.55,71.54,21.53,252.43,1955.34,403.87,26.35,41.85,73.44
1,57,163.43,95.76,2,1627.55,2389.88,66.1,19.86,196.19,2015.46,364.36,28.75,39.42,96.04
0,27,167.97,81.68,2,1688.36,2446.23,68.02,20.45,222.09,1799.67,392.59,25.79,41.41,65.28
1,33,158.2,55.48,3,1245.49,2358.03,65.12,19.69,190.83,1933.82,419.79,29.5,36.06,44.44
0,54,169.82,140.99,3,1937.7,3440.68,95.06,28.67,235.27,1949.4,548.98,25.1,39.22,118.94
1,71,187.3,49.72,2,1219.18,1818.57,50.65,15.25,201.71,1700.96,286.31,27.39,32.87,48.19
0,58,179.82,85.28,1,1632.34,2202.49,61.09,18.33,245.64,1894.53,324.37,28.36,34.99,84.28
0,12,149.72,88.85,3,1698.52,3165.09,88.23,26.5,218.29,1924.53,507.52,25.37,42.39,70.68
0,61,177.52,99.51,4,1860.57,3314.51,91.8,27.61,232.08,1939.75,532.47,26.44,35.18,98.95
0,28,181.54,67.03,3,1550.51,2798.34,78.18,23.41,262.89,1885.09,478.19,27.93,40.08,53.69
1,36,162.11,84.49,3,1591.32,2937.22,82.04,24.58,159.61,1954.65,473.87,25.06,40.98,68.33
0,39,161.96,119.4,0,1903.07,2447.68,67.82,20.38,224.23,1996.57,341.71,26.46,41.52,94.8
0,66,179.48,94.84,0,1742.5,2170.99,60.52,18.23,232.56,1846.67,317.82,29.95,38.33,94.92
0,30,182.28,77.28,0,1739.62,2251.91,62.41,18.82,218.57,1835.61,353.33,30.7,39.6,62.11
0,69,166.06,80.81,4,1490.04,2618.75,72.31,21.57,249.3,2075.34,401.99,29.06,35.99,78.7
0,22,166.61,84.85,0,1688.83,2250.73,62.39,18.76,199.27,1823.47,348.6,27.02,40.72,68.13
0,50,165.13,69.83,0,1453.12,1864.14,51.44,15.47,238.83,1809.68,289.78,27.54,36.61,68.58
0,14,184.35,69.1,0,1637.76,2044.47,56.67,17.0,242.08,1924.1,325.03,32.05,42.76,55.49
0,24,177.91,55.93,4,1436.07,2829.23,78.99,23.68,251.82,1897.11,478.01,28.95,38.96,45.45
1,24,169.37,89.55,0,1738.57,2288.23,63.66,19.1,191.5,1838.97,357.62,26.94,37.08,71.18
1,48,196.06,58.63,1,1419.6,1853.1,51.24,15.44,186.13,1735.46,300.53,28.37,35.89,49.13
0,69,182.86,121.48,0,1860.58,2503.21,69.73,20.92,228.06,1932.23,346.89,26.78,41.37,118.95
0,37,166.7,50.32,2,1339.77,1927.22,53.67,16.06,251.13,1922.22,317.42,25.72,37.97,42.45
1,46,164.88,102.42,1,1775.03,2446.45,68.0,20.29,181.44,1897.21,356.76,25.06,37.75,84.37
1,35,188.03,68.35,3,1523.96,2628.78,72.85,21.81,186.31,1882.73,462.73,27.02,38.06,54.48
1,37,163.02,73.35,4,1487.53,2709.76,75.18,22.63,167.37,1887.21,467.57,27.05,39.84,59.09
1,44,144.62,113.15,1,1692.08,2466.86,68.36,20.54,180.92,1857.6,352.01,23.51,35.94,91.86
1,18,169.81,109.59,1,1925.98,2588.09,72.16,21.57,197.53,1863.86,398.58,27.34,42.08,87.58
1,18,174.39,80.06,1,1639.73,2403.03,66.84,20.01,180.92,2040.98,383.03,30.24,41.22,64.47
1,64,161.79,87.3,1,1520.46,2076.34,57.62,17.28,170.6,2050.08,306.43,27.62,38.1,87.78
0,38,195.03,104.6,2,2034.78,2722.71,75.45,22.59,226.04,1796.19,423.38,23.17,38.34,83.75
0,29,179.92,87.48,4,1766.46,3203.38,88.98,26.71,241.49,1894.32,513.83,27.24,38.79,69.62
1,10,178.45,96.54,3,1913.52,3390.82,94.18,28.21,203.06,1855.18,555.94,28.09,36.78,77.06
0,21,177.21,94.25,0,1902.38,2377.2,65.87,19.7,214.52,1847.73,363.44,29.43,41.54,76.11
1,48,176.75,107.51,4,1845.44,3320.66,91.98,27.62,180.27,1845.74,544.43,29.49,37.14,100.67
1,41,134.96,60.37,2,1155.92,1687.17,46.86,13.98,174.26,1894.72,268.93,28.43,35.23,48.09
1,45,160.45,65.2,1,1306.39,1853.88,51.42,15.42,150.78,1848.03,292.08,26.31,35.76,53.83
1,41,170.92,86.28,0,1608.27,2135.84,59.52,17.92,168.6,1921.25,327.03,27.66,40.37,69.22
0,16,165.14,83.61,1,1688.69,2382.91,66.28,19.93,231.52,1894.66,385.88,24.75,44.88,67.67
0,28,155.86,64.66,4,1412.15,2813.52,78.42,23.49,236.92,1897.98,479.37,29.37,40.58,53.25
1,78,196.32,125.33,2,1805.82,2715.55,75.81,22.63,177.85,1832.57,400.84,28.55,37.67,118.24
0,44,203.36,76.26,3,1686.72,2903.32,80.44,24.1,239.76,1884.23,493.26,26.42,37.17,61.42
1,27,154.07,48.06,4,1224.83,2542.13,70.38,21.15,215.95,1893.56,437.09,29.13,37.27,38.55
0,29,196.18,71.46,2,1702.49,2289.83,63.53,18.86,263.68,1849.3,348.6,28.07,41.21,57.14
1,41,148.98,69.67,3,1305.27,2331.36,64.39,19.4,171.46,1922.97,409.67,25.73,36.5,55.98
1,54,180.69,99.03,0,1838.37,2307.95,64.18,19.25,192.65,1888.7,331.66,28.29,37.35,98.2
1,48,195.96,79.49,1,1633.44,2170.72,60.25,18.03,182.98,1765.59,343.22,29.21,38.08,67.2
1,24,200.72,116.43,0,2083.42,2524.69,70.21,20.96,178.48,1731.81,385.64,25.82,37.17,93.8
1,79,153.52,68.6,2,1216.91,1731.91,47.83,14.47,198.75,1797.33,266.62,29.02,38.41,68.87
0,39,164.67,89.5,0,1692.04,2168.9,60.04,18.08,207.71,1912.28,335.07,26.87,39.61,71.26
0,42,170.1,82.34,4,1642.32,3027.77,84.01,25.18,242.19,1880.2,485.37,24.03,37.81,66.41
0,67,177.99,98.57,1,1774.85,2521.41,70.08,21.05,248.5,1824.68,348.22,26.77,39.89,98.55
1,16,177.94,97.38,2,1904.7,2611.56,72.45,21.78,197.79,1897.42,412.02,29.19,39.03,77.57
0,58,162.87,74.36,1,1527.29,2048.62,56.97,16.99,236.86,1929.89,301.76,27.79,38.29,73.85
1,63,179.04,63.09,0,1303.77,1736.01,48.34,14.44,178.73,1866.2,260.62,30.79,34.28,63.08
0,62,174.15,134.43,1,1908.28,2894.9,80.22,24.12,225.12,1932.43,390.66,25.53,40.36,118.93
1,47,142.68,60.77,0,1186.82,1555.11,43.3,12.94,174.4,1759.88,246.88,28.37,35.59,48.5
1,60,187.25,59.98,0,1355.25,1671.53,46.59,13.95,179.85,1756.41,263.56,30.12,31.34,57.07
1,75,157.3,64.41,1,1197.92,1651.29,46.09,13.9,191.43,1927.8,242.56,30.05,36.21,64.04
1,51,183.45,94.38,0,1771.55,2266.6,62.8,18.87,180.08,1787.05,335.34,30.28,33.94,93.65
1,23,174.53,74.36,1,1603.24,2306.03,64.23,19.23,190.47,1925.44,368.23,27.72,40.45,60.08
1,65,188.11,103.84,2,1782.06,2540.34,70.46,21.12,187.46,1808.08,376.62,26.74,37.54,101.99
1,26,163.7,83.29,4,1625.46,3050.52,85.17,25.49,196.67,1828.75,501.15,25.46,40.22,67.73
0,64,207.54,45.2,4,1380.3,2523.6,69.24,20.98,242.6,1825.66,428.95,26.85,37.0,45.07
0,52,186.94,58.94,0,1446.12,1811.44,50.29,15.13,240.1,1774.06,298.2,30.39,34.33,53.08
0,40,187.26,34.65,3,1361.61,2479.41,68.9,20.82,226.22,1836.23,432.23,27.41,42.5,34.99
0,79,218.44,95.07,3,1766.28,3281.96,91.14,27.29,246.24,1820.75,478.69,27.02,36.48,94.69
0,66,168.37,54.75,1,1253.5,1697.84,47.33,14.16,253.9,1957.1,256.14,28.49,37.6,54.67
1,57,173.81,61.08,3,1314.36,2277.11,63.55,18.98,190.58,2021.23,416.69,28.04,38.24,56.0
0,15,193.06,102.5,4,2071.59,3706.25,102.63,30.82,268.49,1902.26,604.54,27.13,41.71,82.7
1,13,197.96,115.59,0,2060.77,2530.17,70.29,20.99,167.93,1746.49,387.85,27.84,39.6,92.38
0,34,169.65,88.14,0,1727.78,2244.8,62.38,18.73,202.73,1825.36,357.64,27.12,38.02,70.44
0,79,171.15,85.58,1,1505.59,2136.06,59.26,17.77,240.81,1835.59,300.0,25.25,39.89,84.4
0,20,189.06,66.38,3,1624.97,2882.81,80.35,24.14,250.08,1960.8,501.8,28.32,44.24,53.4
0,79,175.63,110.7,4,1780.43,3258.14,90.05,27.16,236.11,1903.37,471.24,28.79,39.56,110.07
1,37,164.98,90.83,1,1677.35,2353.8,65.2,19.62,172.11,1971.66,370.27,23.83,39.45,72.95
0,77,165.03,82.27,0,1496.03,1934.54,53.56,16.11,238.3,1914.33,275.27,27.11,38.97,78.35
1,46,165.85,38.95,4,1154.63,2422.52,67.27,20.29,184.92,1836.31,411.17,25.89,37.01,36.22
1,35,183.69,72.97,1,1552.01,2000.73,55.76,16.66,174.7,1887.77,318.9,27.83,37.98,58.88
0,38,148.5,47.7,2,1159.33,1747.71,48.95,14.6,207.27,2003.98,290.11,27.19,36.33,38.4
0,57,197.53,88.35,2,1766.24,2503.36,69.54,20.87,243.12,1896.73,381.01,24.08,38.51,87.99
0,14,170.01,93.5,1,1814.03,2522.92,69.99,21.0,256.45,1850.18,402.14,27.11,41.69,73.95
1,71,170.93,56.86,0,1244.69,1583.88,44.02,13.29,206.41,1823.22,244.77,27.83,38.06,55.76
0,30,182.39,61.39,1,1446.07,1993.89,55.48,16.61,267.27,1844.58,320.91,28.4,37.86,49.06
0,55,190.11,73.97,2,1659.22,2342.85,65.62,19.7,255.9,1852.82,362.31,28.62,37.61,73.31
0,17,187.1,62.61,0,1532.25,1989.73,55.13,16.54,231.09,1916.7,321.88,32.04,41.74,49.66
0,26,184.13,101.29,0,2019.94,2413.54,67.08,20.11,219.0,1809.44,368.81,24.22,40.35,81.76
0,16,190.71,110.26,1,2069.64,2753.56,76.41,22.82,261.18,1904.91,450.99,27.98,43.39,87.5
1,59,165.78,101.43,1,1699.78,2375.81,65.9,19.7,190.52,1975.25,337.58,27.75,38.04,100.18
0,38,150.44,74.9,0,1534.27,2101.92,58.51,17.55,196.66,1842.04,317.29,27.06,40.21,60.36
1,31,124.01,64.21,1,1205.61,1690.2,46.96,14.13,185.72,1928.62,264.06,29.72,32.1,53.14
1,43,182.75,84.73,2,1641.83,2382.0,65.94,19.87,183.33,1872.8,372.58,27.71,38.01,68.46
1,73,178.66,92.15,0,1505.28,2121.12,59.33,17.88,210.78,1906.16,311.63,29.99,39.05,91.73
1,51,144.19,100.8,0,1677.06,2052.24,56.91,16.9,192.13,1882.34,285.33,27.14,36.85,98.78
0,29,188.98,38.73,4,1435.66,2744.27,76.44,22.87,222.54,1750.22,472.95,27.59,40.22,34.74
0,49,196.26,105.9,0,1999.17,2438.77,67.76,20.35,218.71,1676.95,349.59,25.23,39.95,102.63
1,40,202.47,53.32,1,1309.88,1804.17,50.47,15.0,195.92,1776.69,299.04,27.54,37.38,43.9
0,40,179.89,87.76,3,1733.82,3198.78,88.9,26.68,243.81,1902.42,504.21,27.73,37.74,69.82
1,33,189.74,88.21,0,1781.36,2300.24,64.06,19.28,167.2,1891.16,359.64,27.38,37.66,70.72
0,76,200.97,125.29,2,1919.78,2904.77,80.62,24.19,240.86,1851.35,419.02,28.43,37.04,118.16
1,13,197.32,95.67,1,1962.82,2683.75,74.76,22.35,170.3,1723.57,424.06,26.58,40.5,76.4
1,55,190.85,50.43,4,1287.75,2465.91,68.32,20.6,213.63,1819.37,424.53,24.58,33.52,50.17
0,22,177.13,63.83,4,1485.44,2901.79,80.73,24.25,253.66,1977.18,491.59,27.65,43.07,52.69
1,14,159.08,48.49,4,1313.69,2573.35,71.21,21.44,213.83,1934.29,446.0,30.48,39.43,38.54
0,15,175.42,49.01,4,1407.89,2779.56,77.16,23.12,255.22,1980.2,470.68,29.32,43.43,38.72
0,37,188.91,96.7,0,1984.9,2380.88,66.21,19.81,211.82,1817.05,366.37,27.03,38.84,77.05
